year,companyname,website,yearfounded
2011,SeprOx,www.seprox.com,2008
2012,SeprOx,www.seprox.com,2008
2013,SeprOx,www.seprox.com,2008
2014,SeprOx,www.seprox.com,2008
2015,SeprOx,www.seprox.com,2008
2016,SeprOx,www.seprox.com,2008
2017,SeprOx,www.seprox.com,2008
2018,SeprOx,www.seprox.com,2008
2019,SeprOx,www.seprox.com,2008
2020,SeprOx,www.seprox.com,2008
2021,SeprOx,www.seprox.com,2008
2022,SeprOx,www.seprox.com,2008
2023,SeprOx,www.seprox.com,2008
2024,SeprOx,www.seprox.com,2008
2003,Toggle (Electronics (B2C)),www.toggletv.com,2014
2004,Toggle (Electronics (B2C)),www.toggletv.com,2014
2005,Toggle (Electronics (B2C)),www.toggletv.com,2014
2006,Toggle (Electronics (B2C)),www.toggletv.com,2014
2007,Toggle (Electronics (B2C)),www.toggletv.com,2014
2008,Toggle (Electronics (B2C)),www.toggletv.com,2014
2009,Toggle (Electronics (B2C)),www.toggletv.com,2014
2010,Toggle (Electronics (B2C)),www.toggletv.com,2014
2011,Toggle (Electronics (B2C)),www.toggletv.com,2014
2012,Toggle (Electronics (B2C)),www.toggletv.com,2014
2013,Toggle (Electronics (B2C)),www.toggletv.com,2014
2014,Toggle (Electronics (B2C)),www.toggletv.com,2014
2015,Toggle (Electronics (B2C)),www.toggletv.com,2014
2016,Toggle (Electronics (B2C)),www.toggletv.com,2014
2017,Toggle (Electronics (B2C)),www.toggletv.com,2014
2018,Toggle (Electronics (B2C)),www.toggletv.com,2014
2019,Toggle (Electronics (B2C)),www.toggletv.com,2014
2020,Toggle (Electronics (B2C)),www.toggletv.com,2014
2021,Toggle (Electronics (B2C)),www.toggletv.com,2014
2022,Toggle (Electronics (B2C)),www.toggletv.com,2014
2023,Toggle (Electronics (B2C)),www.toggletv.com,2014
2024,Toggle (Electronics (B2C)),www.toggletv.com,2014
2003,Navigine,www.navigine.com,2011
2004,Navigine,www.navigine.com,2011
2005,Navigine,www.navigine.com,2011
2006,Navigine,www.navigine.com,2011
2007,Navigine,www.navigine.com,2011
2008,Navigine,www.navigine.com,2011
2009,Navigine,www.navigine.com,2011
2010,Navigine,www.navigine.com,2011
2011,Navigine,www.navigine.com,2011
2012,Navigine,www.navigine.com,2011
2013,Navigine,www.navigine.com,2011
2014,Navigine,www.navigine.com,2011
2015,Navigine,www.navigine.com,2011
2016,Navigine,www.navigine.com,2011
2017,Navigine,www.navigine.com,2011
2018,Navigine,www.navigine.com,2011
2019,Navigine,www.navigine.com,2011
2020,Navigine,www.navigine.com,2011
2021,Navigine,www.navigine.com,2011
2022,Navigine,www.navigine.com,2011
2023,Navigine,www.navigine.com,2011
2024,Navigine,www.navigine.com,2011
2003,Photon8,www.photon8.com,2008
2004,Photon8,www.photon8.com,2008
2005,Photon8,www.photon8.com,2008
2006,Photon8,www.photon8.com,2008
2007,Photon8,www.photon8.com,2008
2008,Photon8,www.photon8.com,2008
2009,Photon8,www.photon8.com,2008
2010,Photon8,www.photon8.com,2008
2011,Photon8,www.photon8.com,2008
2012,Photon8,www.photon8.com,2008
2013,Photon8,www.photon8.com,2008
2014,Photon8,www.photon8.com,2008
2015,Photon8,www.photon8.com,2008
2016,Photon8,www.photon8.com,2008
2017,Photon8,www.photon8.com,2008
2018,Photon8,www.photon8.com,2008
2019,Photon8,www.photon8.com,2008
2020,Photon8,www.photon8.com,2008
2021,Photon8,www.photon8.com,2008
2022,Photon8,www.photon8.com,2008
2023,Photon8,www.photon8.com,2008
2024,Photon8,www.photon8.com,2008
2003,1st Detect,www.1stdetect.com,2008
2004,1st Detect,www.1stdetect.com,2008
2005,1st Detect,www.1stdetect.com,2008
2006,1st Detect,www.1stdetect.com,2008
2007,1st Detect,www.1stdetect.com,2008
2008,1st Detect,www.1stdetect.com,2008
2009,1st Detect,www.1stdetect.com,2008
2010,1st Detect,www.1stdetect.com,2008
2011,1st Detect,www.1stdetect.com,2008
2012,1st Detect,www.1stdetect.com,2008
2013,1st Detect,www.1stdetect.com,2008
2014,1st Detect,www.1stdetect.com,2008
2015,1st Detect,www.1stdetect.com,2008
2016,1st Detect,www.1stdetect.com,2008
2017,1st Detect,www.1stdetect.com,2008
2018,1st Detect,www.1stdetect.com,2008
2019,1st Detect,www.1stdetect.com,2008
2020,1st Detect,www.1stdetect.com,2008
2021,1st Detect,www.1stdetect.com,2008
2022,1st Detect,www.1stdetect.com,2008
2023,1st Detect,www.1stdetect.com,2008
2024,1st Detect,www.1stdetect.com,2008
2003,Cirasys,www.cirasys.com,2009
2004,Cirasys,www.cirasys.com,2009
2005,Cirasys,www.cirasys.com,2009
2006,Cirasys,www.cirasys.com,2009
2007,Cirasys,www.cirasys.com,2009
2008,Cirasys,www.cirasys.com,2009
2009,Cirasys,www.cirasys.com,2009
2010,Cirasys,www.cirasys.com,2009
2011,Cirasys,www.cirasys.com,2009
2012,Cirasys,www.cirasys.com,2009
2013,Cirasys,www.cirasys.com,2009
2014,Cirasys,www.cirasys.com,2009
2015,Cirasys,www.cirasys.com,2009
2016,Cirasys,www.cirasys.com,2009
2017,Cirasys,www.cirasys.com,2009
2018,Cirasys,www.cirasys.com,2009
2019,Cirasys,www.cirasys.com,2009
2020,Cirasys,www.cirasys.com,2009
2021,Cirasys,www.cirasys.com,2009
2022,Cirasys,www.cirasys.com,2009
2023,Cirasys,www.cirasys.com,2009
2024,Cirasys,www.cirasys.com,2009
2003,Geranium,www.geraniumjewelry.com,2010
2004,Geranium,www.geraniumjewelry.com,2010
2005,Geranium,www.geraniumjewelry.com,2010
2006,Geranium,www.geraniumjewelry.com,2010
2007,Geranium,www.geraniumjewelry.com,2010
2008,Geranium,www.geraniumjewelry.com,2010
2009,Geranium,www.geraniumjewelry.com,2010
2010,Geranium,www.geraniumjewelry.com,2010
2011,Geranium,www.geraniumjewelry.com,2010
2012,Geranium,www.geraniumjewelry.com,2010
2013,Geranium,www.geraniumjewelry.com,2010
2014,Geranium,www.geraniumjewelry.com,2010
2015,Geranium,www.geraniumjewelry.com,2010
2016,Geranium,www.geraniumjewelry.com,2010
2017,Geranium,www.geraniumjewelry.com,2010
2018,Geranium,www.geraniumjewelry.com,2010
2019,Geranium,www.geraniumjewelry.com,2010
2020,Geranium,www.geraniumjewelry.com,2010
2021,Geranium,www.geraniumjewelry.com,2010
2022,Geranium,www.geraniumjewelry.com,2010
2023,Geranium,www.geraniumjewelry.com,2010
2024,Geranium,www.geraniumjewelry.com,2010
2003,Icebrg,www.icebrg.io,2014
2004,Icebrg,www.icebrg.io,2014
2005,Icebrg,www.icebrg.io,2014
2006,Icebrg,www.icebrg.io,2014
2007,Icebrg,www.icebrg.io,2014
2008,Icebrg,www.icebrg.io,2014
2009,Icebrg,www.icebrg.io,2014
2010,Icebrg,www.icebrg.io,2014
2011,Icebrg,www.icebrg.io,2014
2012,Icebrg,www.icebrg.io,2014
2013,Icebrg,www.icebrg.io,2014
2014,Icebrg,www.icebrg.io,2014
2015,Icebrg,www.icebrg.io,2014
2016,Icebrg,www.icebrg.io,2014
2017,Icebrg,www.icebrg.io,2014
2018,Icebrg,www.icebrg.io,2014
2019,Icebrg,www.icebrg.io,2014
2020,Icebrg,www.icebrg.io,2014
2021,Icebrg,www.icebrg.io,2014
2022,Icebrg,www.icebrg.io,2014
2023,Icebrg,www.icebrg.io,2014
2024,Icebrg,www.icebrg.io,2014
2003,Qolsys,www.qolsys.com,2010
2004,Qolsys,www.qolsys.com,2010
2005,Qolsys,www.qolsys.com,2010
2006,Qolsys,www.qolsys.com,2010
2007,Qolsys,www.qolsys.com,2010
2008,Qolsys,www.qolsys.com,2010
2009,Qolsys,www.qolsys.com,2010
2010,Qolsys,www.qolsys.com,2010
2011,Qolsys,www.qolsys.com,2010
2012,Qolsys,www.qolsys.com,2010
2013,Qolsys,www.qolsys.com,2010
2014,Qolsys,www.qolsys.com,2010
2015,Qolsys,www.qolsys.com,2010
2016,Qolsys,www.qolsys.com,2010
2017,Qolsys,www.qolsys.com,2010
2018,Qolsys,www.qolsys.com,2010
2019,Qolsys,www.qolsys.com,2010
2020,Qolsys,www.qolsys.com,2010
2021,Qolsys,www.qolsys.com,2010
2022,Qolsys,www.qolsys.com,2010
2023,Qolsys,www.qolsys.com,2010
2024,Qolsys,www.qolsys.com,2010
2003,Bluvue,www.bluvue.com,2012
2004,Bluvue,www.bluvue.com,2012
2005,Bluvue,www.bluvue.com,2012
2006,Bluvue,www.bluvue.com,2012
2007,Bluvue,www.bluvue.com,2012
2008,Bluvue,www.bluvue.com,2012
2009,Bluvue,www.bluvue.com,2012
2010,Bluvue,www.bluvue.com,2012
2011,Bluvue,www.bluvue.com,2012
2012,Bluvue,www.bluvue.com,2012
2013,Bluvue,www.bluvue.com,2012
2014,Bluvue,www.bluvue.com,2012
2015,Bluvue,www.bluvue.com,2012
2016,Bluvue,www.bluvue.com,2012
2017,Bluvue,www.bluvue.com,2012
2018,Bluvue,www.bluvue.com,2012
2019,Bluvue,www.bluvue.com,2012
2020,Bluvue,www.bluvue.com,2012
2021,Bluvue,www.bluvue.com,2012
2022,Bluvue,www.bluvue.com,2012
2023,Bluvue,www.bluvue.com,2012
2024,Bluvue,www.bluvue.com,2012
2003,Thumzap,www.thumzap.com,2013
2004,Thumzap,www.thumzap.com,2013
2005,Thumzap,www.thumzap.com,2013
2006,Thumzap,www.thumzap.com,2013
2007,Thumzap,www.thumzap.com,2013
2008,Thumzap,www.thumzap.com,2013
2009,Thumzap,www.thumzap.com,2013
2010,Thumzap,www.thumzap.com,2013
2011,Thumzap,www.thumzap.com,2013
2012,Thumzap,www.thumzap.com,2013
2013,Thumzap,www.thumzap.com,2013
2014,Thumzap,www.thumzap.com,2013
2015,Thumzap,www.thumzap.com,2013
2016,Thumzap,www.thumzap.com,2013
2017,Thumzap,www.thumzap.com,2013
2018,Thumzap,www.thumzap.com,2013
2019,Thumzap,www.thumzap.com,2013
2020,Thumzap,www.thumzap.com,2013
2021,Thumzap,www.thumzap.com,2013
2022,Thumzap,www.thumzap.com,2013
2023,Thumzap,www.thumzap.com,2013
2024,Thumzap,www.thumzap.com,2013
2003,NarrativeWave,www.narrativewave.com,2014
2004,NarrativeWave,www.narrativewave.com,2014
2005,NarrativeWave,www.narrativewave.com,2014
2006,NarrativeWave,www.narrativewave.com,2014
2007,NarrativeWave,www.narrativewave.com,2014
2008,NarrativeWave,www.narrativewave.com,2014
2009,NarrativeWave,www.narrativewave.com,2014
2010,NarrativeWave,www.narrativewave.com,2014
2011,NarrativeWave,www.narrativewave.com,2014
2012,NarrativeWave,www.narrativewave.com,2014
2013,NarrativeWave,www.narrativewave.com,2014
2014,NarrativeWave,www.narrativewave.com,2014
2015,NarrativeWave,www.narrativewave.com,2014
2016,NarrativeWave,www.narrativewave.com,2014
2017,NarrativeWave,www.narrativewave.com,2014
2018,NarrativeWave,www.narrativewave.com,2014
2019,NarrativeWave,www.narrativewave.com,2014
2020,NarrativeWave,www.narrativewave.com,2014
2021,NarrativeWave,www.narrativewave.com,2014
2022,NarrativeWave,www.narrativewave.com,2014
2023,NarrativeWave,www.narrativewave.com,2014
2024,NarrativeWave,www.narrativewave.com,2014
2003,Dressnotes,www.dressnotes.com,2012
2004,Dressnotes,www.dressnotes.com,2012
2005,Dressnotes,www.dressnotes.com,2012
2006,Dressnotes,www.dressnotes.com,2012
2007,Dressnotes,www.dressnotes.com,2012
2008,Dressnotes,www.dressnotes.com,2012
2009,Dressnotes,www.dressnotes.com,2012
2010,Dressnotes,www.dressnotes.com,2012
2011,Dressnotes,www.dressnotes.com,2012
2012,Dressnotes,www.dressnotes.com,2012
2013,Dressnotes,www.dressnotes.com,2012
2014,Dressnotes,www.dressnotes.com,2012
2015,Dressnotes,www.dressnotes.com,2012
2016,Dressnotes,www.dressnotes.com,2012
2017,Dressnotes,www.dressnotes.com,2012
2018,Dressnotes,www.dressnotes.com,2012
2019,Dressnotes,www.dressnotes.com,2012
2020,Dressnotes,www.dressnotes.com,2012
2021,Dressnotes,www.dressnotes.com,2012
2022,Dressnotes,www.dressnotes.com,2012
2023,Dressnotes,www.dressnotes.com,2012
2024,Dressnotes,www.dressnotes.com,2012
2003,Altaeros,www.altaeros.com,2010
2004,Altaeros,www.altaeros.com,2010
2005,Altaeros,www.altaeros.com,2010
2006,Altaeros,www.altaeros.com,2010
2007,Altaeros,www.altaeros.com,2010
2008,Altaeros,www.altaeros.com,2010
2009,Altaeros,www.altaeros.com,2010
2010,Altaeros,www.altaeros.com,2010
2011,Altaeros,www.altaeros.com,2010
2012,Altaeros,www.altaeros.com,2010
2013,Altaeros,www.altaeros.com,2010
2014,Altaeros,www.altaeros.com,2010
2015,Altaeros,www.altaeros.com,2010
2016,Altaeros,www.altaeros.com,2010
2017,Altaeros,www.altaeros.com,2010
2018,Altaeros,www.altaeros.com,2010
2019,Altaeros,www.altaeros.com,2010
2020,Altaeros,www.altaeros.com,2010
2021,Altaeros,www.altaeros.com,2010
2022,Altaeros,www.altaeros.com,2010
2023,Altaeros,www.altaeros.com,2010
2024,Altaeros,www.altaeros.com,2010
2003,Navajo Transitional Energy Company,www.navenergy.com,2013
2004,Navajo Transitional Energy Company,www.navenergy.com,2013
2005,Navajo Transitional Energy Company,www.navenergy.com,2013
2006,Navajo Transitional Energy Company,www.navenergy.com,2013
2007,Navajo Transitional Energy Company,www.navenergy.com,2013
2008,Navajo Transitional Energy Company,www.navenergy.com,2013
2009,Navajo Transitional Energy Company,www.navenergy.com,2013
2010,Navajo Transitional Energy Company,www.navenergy.com,2013
2011,Navajo Transitional Energy Company,www.navenergy.com,2013
2012,Navajo Transitional Energy Company,www.navenergy.com,2013
2013,Navajo Transitional Energy Company,www.navenergy.com,2013
2014,Navajo Transitional Energy Company,www.navenergy.com,2013
2015,Navajo Transitional Energy Company,www.navenergy.com,2013
2016,Navajo Transitional Energy Company,www.navenergy.com,2013
2017,Navajo Transitional Energy Company,www.navenergy.com,2013
2018,Navajo Transitional Energy Company,www.navenergy.com,2013
2019,Navajo Transitional Energy Company,www.navenergy.com,2013
2020,Navajo Transitional Energy Company,www.navenergy.com,2013
2021,Navajo Transitional Energy Company,www.navenergy.com,2013
2022,Navajo Transitional Energy Company,www.navenergy.com,2013
2023,Navajo Transitional Energy Company,www.navenergy.com,2013
2024,Navajo Transitional Energy Company,www.navenergy.com,2013
2003,Cultoria,www.cultoria.de,2011
2004,Cultoria,www.cultoria.de,2011
2005,Cultoria,www.cultoria.de,2011
2006,Cultoria,www.cultoria.de,2011
2007,Cultoria,www.cultoria.de,2011
2008,Cultoria,www.cultoria.de,2011
2009,Cultoria,www.cultoria.de,2011
2010,Cultoria,www.cultoria.de,2011
2011,Cultoria,www.cultoria.de,2011
2012,Cultoria,www.cultoria.de,2011
2013,Cultoria,www.cultoria.de,2011
2014,Cultoria,www.cultoria.de,2011
2015,Cultoria,www.cultoria.de,2011
2016,Cultoria,www.cultoria.de,2011
2017,Cultoria,www.cultoria.de,2011
2018,Cultoria,www.cultoria.de,2011
2019,Cultoria,www.cultoria.de,2011
2020,Cultoria,www.cultoria.de,2011
2021,Cultoria,www.cultoria.de,2011
2022,Cultoria,www.cultoria.de,2011
2023,Cultoria,www.cultoria.de,2011
2024,Cultoria,www.cultoria.de,2011
2003,MetaMind (Software Development Applications),www.metamind.io,2014
2004,MetaMind (Software Development Applications),www.metamind.io,2014
2005,MetaMind (Software Development Applications),www.metamind.io,2014
2006,MetaMind (Software Development Applications),www.metamind.io,2014
2007,MetaMind (Software Development Applications),www.metamind.io,2014
2008,MetaMind (Software Development Applications),www.metamind.io,2014
2009,MetaMind (Software Development Applications),www.metamind.io,2014
2010,MetaMind (Software Development Applications),www.metamind.io,2014
2011,MetaMind (Software Development Applications),www.metamind.io,2014
2012,MetaMind (Software Development Applications),www.metamind.io,2014
2013,MetaMind (Software Development Applications),www.metamind.io,2014
2014,MetaMind (Software Development Applications),www.metamind.io,2014
2015,MetaMind (Software Development Applications),www.metamind.io,2014
2016,MetaMind (Software Development Applications),www.metamind.io,2014
2017,MetaMind (Software Development Applications),www.metamind.io,2014
2018,MetaMind (Software Development Applications),www.metamind.io,2014
2019,MetaMind (Software Development Applications),www.metamind.io,2014
2020,MetaMind (Software Development Applications),www.metamind.io,2014
2021,MetaMind (Software Development Applications),www.metamind.io,2014
2022,MetaMind (Software Development Applications),www.metamind.io,2014
2023,MetaMind (Software Development Applications),www.metamind.io,2014
2024,MetaMind (Software Development Applications),www.metamind.io,2014
2003,Phronesis Techne,www.phronesistechne.com,2014
2004,Phronesis Techne,www.phronesistechne.com,2014
2005,Phronesis Techne,www.phronesistechne.com,2014
2006,Phronesis Techne,www.phronesistechne.com,2014
2007,Phronesis Techne,www.phronesistechne.com,2014
2008,Phronesis Techne,www.phronesistechne.com,2014
2009,Phronesis Techne,www.phronesistechne.com,2014
2010,Phronesis Techne,www.phronesistechne.com,2014
2011,Phronesis Techne,www.phronesistechne.com,2014
2012,Phronesis Techne,www.phronesistechne.com,2014
2013,Phronesis Techne,www.phronesistechne.com,2014
2014,Phronesis Techne,www.phronesistechne.com,2014
2015,Phronesis Techne,www.phronesistechne.com,2014
2016,Phronesis Techne,www.phronesistechne.com,2014
2017,Phronesis Techne,www.phronesistechne.com,2014
2018,Phronesis Techne,www.phronesistechne.com,2014
2019,Phronesis Techne,www.phronesistechne.com,2014
2020,Phronesis Techne,www.phronesistechne.com,2014
2021,Phronesis Techne,www.phronesistechne.com,2014
2022,Phronesis Techne,www.phronesistechne.com,2014
2023,Phronesis Techne,www.phronesistechne.com,2014
2024,Phronesis Techne,www.phronesistechne.com,2014
2003,Faysee,www.faysee.com,2013
2004,Faysee,www.faysee.com,2013
2005,Faysee,www.faysee.com,2013
2006,Faysee,www.faysee.com,2013
2007,Faysee,www.faysee.com,2013
2008,Faysee,www.faysee.com,2013
2009,Faysee,www.faysee.com,2013
2010,Faysee,www.faysee.com,2013
2011,Faysee,www.faysee.com,2013
2012,Faysee,www.faysee.com,2013
2013,Faysee,www.faysee.com,2013
2014,Faysee,www.faysee.com,2013
2015,Faysee,www.faysee.com,2013
2016,Faysee,www.faysee.com,2013
2017,Faysee,www.faysee.com,2013
2018,Faysee,www.faysee.com,2013
2019,Faysee,www.faysee.com,2013
2020,Faysee,www.faysee.com,2013
2021,Faysee,www.faysee.com,2013
2022,Faysee,www.faysee.com,2013
2023,Faysee,www.faysee.com,2013
2024,Faysee,www.faysee.com,2013
2003,Catalogic,www.catalogicsoftware.com,2013
2004,Catalogic,www.catalogicsoftware.com,2013
2005,Catalogic,www.catalogicsoftware.com,2013
2006,Catalogic,www.catalogicsoftware.com,2013
2007,Catalogic,www.catalogicsoftware.com,2013
2008,Catalogic,www.catalogicsoftware.com,2013
2009,Catalogic,www.catalogicsoftware.com,2013
2010,Catalogic,www.catalogicsoftware.com,2013
2011,Catalogic,www.catalogicsoftware.com,2013
2012,Catalogic,www.catalogicsoftware.com,2013
2013,Catalogic,www.catalogicsoftware.com,2013
2014,Catalogic,www.catalogicsoftware.com,2013
2015,Catalogic,www.catalogicsoftware.com,2013
2016,Catalogic,www.catalogicsoftware.com,2013
2017,Catalogic,www.catalogicsoftware.com,2013
2018,Catalogic,www.catalogicsoftware.com,2013
2019,Catalogic,www.catalogicsoftware.com,2013
2020,Catalogic,www.catalogicsoftware.com,2013
2021,Catalogic,www.catalogicsoftware.com,2013
2022,Catalogic,www.catalogicsoftware.com,2013
2023,Catalogic,www.catalogicsoftware.com,2013
2024,Catalogic,www.catalogicsoftware.com,2013
2003,Sync (Financial Services),www.syncfinancial.com,2013
2004,Sync (Financial Services),www.syncfinancial.com,2013
2005,Sync (Financial Services),www.syncfinancial.com,2013
2006,Sync (Financial Services),www.syncfinancial.com,2013
2007,Sync (Financial Services),www.syncfinancial.com,2013
2008,Sync (Financial Services),www.syncfinancial.com,2013
2009,Sync (Financial Services),www.syncfinancial.com,2013
2010,Sync (Financial Services),www.syncfinancial.com,2013
2011,Sync (Financial Services),www.syncfinancial.com,2013
2012,Sync (Financial Services),www.syncfinancial.com,2013
2013,Sync (Financial Services),www.syncfinancial.com,2013
2014,Sync (Financial Services),www.syncfinancial.com,2013
2015,Sync (Financial Services),www.syncfinancial.com,2013
2016,Sync (Financial Services),www.syncfinancial.com,2013
2017,Sync (Financial Services),www.syncfinancial.com,2013
2018,Sync (Financial Services),www.syncfinancial.com,2013
2019,Sync (Financial Services),www.syncfinancial.com,2013
2020,Sync (Financial Services),www.syncfinancial.com,2013
2021,Sync (Financial Services),www.syncfinancial.com,2013
2022,Sync (Financial Services),www.syncfinancial.com,2013
2023,Sync (Financial Services),www.syncfinancial.com,2013
2024,Sync (Financial Services),www.syncfinancial.com,2013
2003,Alpha Dominche,www.alphadominche.com,2011
2004,Alpha Dominche,www.alphadominche.com,2011
2005,Alpha Dominche,www.alphadominche.com,2011
2006,Alpha Dominche,www.alphadominche.com,2011
2007,Alpha Dominche,www.alphadominche.com,2011
2008,Alpha Dominche,www.alphadominche.com,2011
2009,Alpha Dominche,www.alphadominche.com,2011
2010,Alpha Dominche,www.alphadominche.com,2011
2011,Alpha Dominche,www.alphadominche.com,2011
2012,Alpha Dominche,www.alphadominche.com,2011
2013,Alpha Dominche,www.alphadominche.com,2011
2014,Alpha Dominche,www.alphadominche.com,2011
2015,Alpha Dominche,www.alphadominche.com,2011
2016,Alpha Dominche,www.alphadominche.com,2011
2017,Alpha Dominche,www.alphadominche.com,2011
2018,Alpha Dominche,www.alphadominche.com,2011
2019,Alpha Dominche,www.alphadominche.com,2011
2020,Alpha Dominche,www.alphadominche.com,2011
2021,Alpha Dominche,www.alphadominche.com,2011
2022,Alpha Dominche,www.alphadominche.com,2011
2023,Alpha Dominche,www.alphadominche.com,2011
2024,Alpha Dominche,www.alphadominche.com,2011
2003,Next Wave Connect,www.nextwaveconnect.com,2013
2004,Next Wave Connect,www.nextwaveconnect.com,2013
2005,Next Wave Connect,www.nextwaveconnect.com,2013
2006,Next Wave Connect,www.nextwaveconnect.com,2013
2007,Next Wave Connect,www.nextwaveconnect.com,2013
2008,Next Wave Connect,www.nextwaveconnect.com,2013
2009,Next Wave Connect,www.nextwaveconnect.com,2013
2010,Next Wave Connect,www.nextwaveconnect.com,2013
2011,Next Wave Connect,www.nextwaveconnect.com,2013
2012,Next Wave Connect,www.nextwaveconnect.com,2013
2013,Next Wave Connect,www.nextwaveconnect.com,2013
2014,Next Wave Connect,www.nextwaveconnect.com,2013
2015,Next Wave Connect,www.nextwaveconnect.com,2013
2016,Next Wave Connect,www.nextwaveconnect.com,2013
2017,Next Wave Connect,www.nextwaveconnect.com,2013
2018,Next Wave Connect,www.nextwaveconnect.com,2013
2019,Next Wave Connect,www.nextwaveconnect.com,2013
2020,Next Wave Connect,www.nextwaveconnect.com,2013
2021,Next Wave Connect,www.nextwaveconnect.com,2013
2022,Next Wave Connect,www.nextwaveconnect.com,2013
2023,Next Wave Connect,www.nextwaveconnect.com,2013
2024,Next Wave Connect,www.nextwaveconnect.com,2013
2003,Memory Science,www.memoryscience.com,2014
2004,Memory Science,www.memoryscience.com,2014
2005,Memory Science,www.memoryscience.com,2014
2006,Memory Science,www.memoryscience.com,2014
2007,Memory Science,www.memoryscience.com,2014
2008,Memory Science,www.memoryscience.com,2014
2009,Memory Science,www.memoryscience.com,2014
2010,Memory Science,www.memoryscience.com,2014
2011,Memory Science,www.memoryscience.com,2014
2012,Memory Science,www.memoryscience.com,2014
2013,Memory Science,www.memoryscience.com,2014
2014,Memory Science,www.memoryscience.com,2014
2015,Memory Science,www.memoryscience.com,2014
2016,Memory Science,www.memoryscience.com,2014
2017,Memory Science,www.memoryscience.com,2014
2018,Memory Science,www.memoryscience.com,2014
2019,Memory Science,www.memoryscience.com,2014
2020,Memory Science,www.memoryscience.com,2014
2021,Memory Science,www.memoryscience.com,2014
2022,Memory Science,www.memoryscience.com,2014
2023,Memory Science,www.memoryscience.com,2014
2024,Memory Science,www.memoryscience.com,2014
2003,ManageYOURiD,www.manageyourid.com,2012
2004,ManageYOURiD,www.manageyourid.com,2012
2005,ManageYOURiD,www.manageyourid.com,2012
2006,ManageYOURiD,www.manageyourid.com,2012
2007,ManageYOURiD,www.manageyourid.com,2012
2008,ManageYOURiD,www.manageyourid.com,2012
2009,ManageYOURiD,www.manageyourid.com,2012
2010,ManageYOURiD,www.manageyourid.com,2012
2011,ManageYOURiD,www.manageyourid.com,2012
2012,ManageYOURiD,www.manageyourid.com,2012
2013,ManageYOURiD,www.manageyourid.com,2012
2014,ManageYOURiD,www.manageyourid.com,2012
2015,ManageYOURiD,www.manageyourid.com,2012
2016,ManageYOURiD,www.manageyourid.com,2012
2017,ManageYOURiD,www.manageyourid.com,2012
2018,ManageYOURiD,www.manageyourid.com,2012
2019,ManageYOURiD,www.manageyourid.com,2012
2020,ManageYOURiD,www.manageyourid.com,2012
2021,ManageYOURiD,www.manageyourid.com,2012
2022,ManageYOURiD,www.manageyourid.com,2012
2023,ManageYOURiD,www.manageyourid.com,2012
2024,ManageYOURiD,www.manageyourid.com,2012
2003,Prima-Temp,www.prima-temp.com,2010
2004,Prima-Temp,www.prima-temp.com,2010
2005,Prima-Temp,www.prima-temp.com,2010
2006,Prima-Temp,www.prima-temp.com,2010
2007,Prima-Temp,www.prima-temp.com,2010
2008,Prima-Temp,www.prima-temp.com,2010
2009,Prima-Temp,www.prima-temp.com,2010
2010,Prima-Temp,www.prima-temp.com,2010
2011,Prima-Temp,www.prima-temp.com,2010
2012,Prima-Temp,www.prima-temp.com,2010
2013,Prima-Temp,www.prima-temp.com,2010
2014,Prima-Temp,www.prima-temp.com,2010
2015,Prima-Temp,www.prima-temp.com,2010
2016,Prima-Temp,www.prima-temp.com,2010
2017,Prima-Temp,www.prima-temp.com,2010
2018,Prima-Temp,www.prima-temp.com,2010
2019,Prima-Temp,www.prima-temp.com,2010
2020,Prima-Temp,www.prima-temp.com,2010
2021,Prima-Temp,www.prima-temp.com,2010
2022,Prima-Temp,www.prima-temp.com,2010
2023,Prima-Temp,www.prima-temp.com,2010
2024,Prima-Temp,www.prima-temp.com,2010
2003,Wave Sciences,www.wavesciencescorp.com,2009
2004,Wave Sciences,www.wavesciencescorp.com,2009
2005,Wave Sciences,www.wavesciencescorp.com,2009
2006,Wave Sciences,www.wavesciencescorp.com,2009
2007,Wave Sciences,www.wavesciencescorp.com,2009
2008,Wave Sciences,www.wavesciencescorp.com,2009
2009,Wave Sciences,www.wavesciencescorp.com,2009
2010,Wave Sciences,www.wavesciencescorp.com,2009
2011,Wave Sciences,www.wavesciencescorp.com,2009
2012,Wave Sciences,www.wavesciencescorp.com,2009
2013,Wave Sciences,www.wavesciencescorp.com,2009
2014,Wave Sciences,www.wavesciencescorp.com,2009
2015,Wave Sciences,www.wavesciencescorp.com,2009
2016,Wave Sciences,www.wavesciencescorp.com,2009
2017,Wave Sciences,www.wavesciencescorp.com,2009
2018,Wave Sciences,www.wavesciencescorp.com,2009
2019,Wave Sciences,www.wavesciencescorp.com,2009
2020,Wave Sciences,www.wavesciencescorp.com,2009
2021,Wave Sciences,www.wavesciencescorp.com,2009
2022,Wave Sciences,www.wavesciencescorp.com,2009
2023,Wave Sciences,www.wavesciencescorp.com,2009
2024,Wave Sciences,www.wavesciencescorp.com,2009
2003,Go Where I Go,www.gwig.com,2013
2004,Go Where I Go,www.gwig.com,2013
2005,Go Where I Go,www.gwig.com,2013
2006,Go Where I Go,www.gwig.com,2013
2007,Go Where I Go,www.gwig.com,2013
2008,Go Where I Go,www.gwig.com,2013
2009,Go Where I Go,www.gwig.com,2013
2010,Go Where I Go,www.gwig.com,2013
2011,Go Where I Go,www.gwig.com,2013
2012,Go Where I Go,www.gwig.com,2013
